Id,Target
f13e82846bb20265,3
06ec55286772acab,7
9a7ca6214d0d76b2,3
237b8eb455dbc07d,1
cea6deb3240e1008,12
e05c21375f664c97,7
29a48cfb108d58e9,4
7cce3443bf973f3f,1
5f9dd4e4754cfa56,3
fe7dfb5f56f8acc1,4
34fa24b80065c624,6
77de3e2c87cce237,8
de11fa977ee91d76,4
9e59014e4f705edc,12
119fbe7117530c2f,6
fbfaa26c6faa9f24,3
35827e27724bcb8d,7
ec5e9f6b5454f25d,4
d5dbcb08e3516338,3
38b8b570a053bfb5,12
1052bafb1b437720,12
2d8943efa60ca187,8
4aaccfdc2f767595,12
b2943d0a8515450d,11
bd70e28f170e7aab,1
4d8ee322a2c9b257,8
2ef90f2c1571bbe2,12
b4780d0845ddc2f3,12
7385b3b8403f1913,12
ed1145db8227278f,3
abefc7e0e970e39a,3
470e1a86940415f3,5
e0e9da60761aabe0,12
7920a7fcdcef5e82,12
001f395e7eabe7a0,4
9c47042d93e87a7a,12
7ac0b84966e84ba1,12
a59dfc123475b41b,3
c342a86035e174b6,3
f5d1e4e57e87a067,6
ff8837adff460c0f,12
776150be3de4f6a4,9
7b18d98979f404e8,12
518f8a42db0eb821,12
fa5aff6d17c7f934,6
dacbf977c0581b3c,3
5a5a049d8f5bebee,6
be31225c9d841e7b,12
ea9ac7d63208d61f,4
49fb27fc5cbdd432,7
8446348cb16a8816,3
01cac46d3e74d854,4
7e8949069c6200e1,12
8bea7f7c75dd11e4,5
22978f12886164d2,12
26df3a0d4faeeb64,7
6a6694000fd4e1eb,3
7ad4a90059d8b40c,3
31571978b0a45eb7,5
a813819e3f2f07a6,5
9b3130f476ddfd2a,12
0f85c6c1ea3e7941,12
a39fe4468261c063,12
d65944251fce4916,12
a42e9b8ed48c38f3,11
aa22de90f7ab8328,12
5c17e5c36b1f432c,12
db20079464857405,3
570634d534ab6cc7,8
303076b36502dd80,0
a904d4ec960375d1,3
d3f7b14ff8886363,4
f96db9f5b46b94b9,12
4a59c6d5cc14ba36,4
e3c2b63a7f83f473,5
942180d10aa782e0,4
97a9c3f0904e1a77,4
fc6ac8d80122c2f4,3
8860947b3ca38f4d,5
c9ea84ceb4583026,3
8dd9b2497d60d9ad,3
819eb96ed2b26063,7
9d0b07d1e9ed3f30,3
6c1e516010284bf9,12
e4878661acbe023f,3
624f77ba68c71f31,8
ed013f83bde23b6e,12
36a33a81daa53a5f,12
c8392c2ed10b785b,4
5f24c15a0c142a89,12
a14b493b093c7c60,5
67d0ed7122f88812,5
bcc04380631b6b66,12
97c0826219083901,3
9014e409ef0413c5,4
a29c9c548927a6dc,11
5778f740d0075bb1,3
fdc5922fcf52a598,12
43a22352af8abadf,12
e7fd9f00860dfb6f,10
a54434753c62025b,3
d34c0e56684f8647,6
f7c64e66bd98601f,3
af481e5714d04d23,5
96f4d6ab4c44806b,3
ff66c865355a489e,12
a23ea101fa69c7c1,3
6f31e16144c5c11f,9
10cd2acf0d5b4877,9
9459cbd5a79da72d,12
0cf221ccd47db675,3
87c7a9d05677c6d9,4
f9a818416e030e74,11
3a03420d13d8ce74,3
428853f9fd676332,11
a6bdbafe13c4402c,7
963c2ec1683dccc7,10
ad8dd2b63b5770a2,10
1900e264984e7c47,2
05604f60977c319e,12
36b152642e62af64,1
e89c1c5900e9697c,12
5cec7e81efd977fa,9
d895c44770beaf9d,3
f6360c16c052b453,4
bc745e93674423db,12
cd24b1d6cad78b5c,12
231e504cd18c7924,12
5b7a5ad724dee377,12
1c2376ee596881b4,6
0e383efda588cb91,4
c46c202051899045,3
90bfdb7617d49642,4
d63b002ab381c7d7,4
e054f7e6075ffec1,5
4344c69a264f6384,3
f0321bc6b368a7ce,12
3723c415c70fca53,11
8bede21ef3ec3418,6
e4738798d5c8cb72,5
573d23fe01ef7465,7
4e6442350425a139,4
47db1fcb550adb37,12
863d2251b24b85ba,7
762f337fe4a2236f,5
f802372ce847cad0,11
dce5e1a8a43c2ebc,3
0af2a84eb3213609,6
32ff93b931f9803f,1
22efbbde0e343b3c,3
2d206bd56f780d4f,10
fc4f709d0480351c,4
8302e1ce7c210f7c,9
91bf4ece21b0da77,3
31cb4bf27ccbddba,12
5054c30de1a84ee1,12
1589a186e4ce6210,7
710b48826cb31d66,4
cfe7a3838c95aabf,3
802aefe67d099e4d,12
1cde95615697ef5b,6
9dc3ead7c1db5ec9,4
eefd8cae25edca6a,12
eaf1c21d1006a871,12
f92b842be0462441,0
8a617aae51ef73e5,11
2316edd60f69e529,3
59f4dd7db69dda77,5
5f9095139f8d12d1,3
7665864b4eddb4d6,1
bc429f965bb1ec2d,12
029008f7f3218e02,11
7a9e9f13b6381389,2
a694bc041a66f161,3
c94b9dbae91227e7,12
18b1d93cd2435c0c,6
30a27913ee36c06d,4
2cd14300cf0cd200,12
e10ae2a50a7a705c,3
751f646355ec0a8c,12
f65167bb3fb23a88,12
34162b0201fe5a3a,12
36eddf09064ed47f,12
4bb9e29ac0dc0e60,9
5d2afcca43df891b,6
3cc78509e0d7c84d,10
7792c81007db5577,6
b68c15ed6823b724,11
7abc0e83241a3fd7,5
f037c0ac0c37ffd3,12
bebf87eec4c99c3a,12
59c9f88da39227bb,6
d5e8c426de4a877d,4
f6150410e0157661,12
18491ab01fa00a98,12
17e2139f49be4f69,12
2651ae165e7cb1de,7
82621b880eb2acfd,3
771c277cc837edb2,11
8877a73a74cfdad2,3
b7e990e3715341a4,3
110fd4eaf94882ed,4
4ecf70f41aade889,4
b8162b2f53e4dec4,12
fe16b3bafdd09631,12
c62ef27308b4d9fb,3
c0ed7f4923b5db78,4
2b84abec67b9425f,6
2895172ad0b0d21a,12
ba86d1eab4e0c120,3
f79dfa3c658eae91,12
42c882f2046ef488,6
f6e5fb2736585a15,3
3fd36b7e59114b56,11
c4821218f7cc743c,12
d1b0ce53db54a10b,1
401b4de5e60a2dd0,12
2facddd8b0ae8fe7,6
77525d8c2e394def,12
62bc4c7149a94cb6,12
cc62f802cffd3623,12
4f45822d4b1e90ed,3
ca9c9cbd3633bbd2,3
6f1275b8f404f89f,3
4224ca7fa6aab3f5,11
4ca0f908b8a4e118,3
85adc07a400cd0ad,3
975531dc8f9a2269,7
f2387712033cd6fa,4
b71e370d77b1fc23,8
bca75a4d4af6ad10,12
0c69397d978aa2b6,3
0685794b45c59760,3
0d6d0842caf6766f,12
ce60de4a9b256a7f,7
8b401c4d5e52d827,3
87201d4ee87478b4,3
62d6550555ea7544,3
4e7067640fafa8ed,4
8b06be5260bf4f8b,7
01faf556b8b93672,3
ac470bf62550bf41,8
322b8e8a257ee524,12
2f30663a16a377f2,3
adac8a24e1dd7e6a,12
35664ee3bbdc9a50,12
e7bf9ec2d73730e6,8
26dfb34292d06abf,3
3b953e6454fa6f7e,12
8c39f397c6ccbb1e,10
b356ce76625f1d86,6
84b81aabd41ad4e1,6
aa74fc0a2eb5d0f0,8
c7c1b47a112355e2,5
e94d384a91a5b6a9,12
d5b79e53f3ab81ab,6
b14bf1a7deb6f738,12
9613d82b57723562,12
95fa9e1a43dacc6c,3
a72147a7cc37a3df,12
7cd98c2035ff9671,3
a83848a08f8964be,6
dbbda3249c47c064,12
8dfa7917bdd58f8f,12
4892aa9e52199ad4,2
bad7cffe8c6daa30,12
b38efacdd23520d6,4
b81e44176c16aab7,7
97a564fd9100efee,3
0597b06d6aed7ad2,4
9817d8df6c7397de,6
7c932f0a021f2c10,0
2c89e664b534ae0a,14
a2a4ce60f8837bdd,7
acc7c4b7fa15b515,3
0864a09f7104797a,12
a08364474868f2f0,3
91698d8b87bebbaf,10
e7162b3f8d797448,12
5104269677f8d079,12
2ac06a77de6e5e56,12
e8a219ea6ee1a969,3
55236afffb9a6fb4,5
0f9c05ec103a0e4a,6
b680eb3a42da2b93,12
5b63c59230576764,7
d2008515ed4c6451,4
efff10fb66ab8127,4
145318bdd4af06f7,3
73274620f560cb9a,12
8ec13f27b16e8006,3
5b15c4be60fc7a0c,8
fb01412464863f88,12
8472a0dbd05fd1cf,3
b4781ba98525d0a5,3
2a6ebca6a133fbd2,12
c2ff68f48844de97,4
a9c142e70853b0e9,11
96de02051a6403ca,12
bd0bfa762e2f6cc8,12
bd45620b4c74bdf9,3
b55316c954c6dab0,12
df8a26047d2a8bea,12
bb683d7d99d97162,3
7858dbfa41b6d498,3
b046b8b0b7c5c0e2,11
95374219fe5f6e80,6
c54d4051537156f7,12
19e460c664eac5b9,0
8f46b48da4d57e04,12
96a32e721f19e80f,10
a239aa369a698be5,11
51f2e58387946656,12
4c387307f9261be1,3
8e0e68bf52bb72b9,11
072e789d379f0450,9
c2885d8f18028a02,5
9a06e2221e9d7e4d,3
f8f6a40b74ad0108,4
41d390591ed97768,7
23df7a03e39f505e,6
d2d92f849c4d08cb,12
a110c5bfdc4656e2,5
898942612e91d606,8
d537caab63fc9361,12
55aeaaa3dc26254a,3
6a0daeb80b90b5d7,3
3507fec9b35c43ec,10
1a6b9c77e8f6d551,6
4ee4af20f60d8c9c,12
bf610cf430e23453,12
320b30ab8bb22308,8
c050a6f1e5906e13,3
f67f0575680a6968,7
78911e5d74608f5d,3
db957e7de0e44628,12
226f71198bd298ad,12
ac0c640d3a02d751,3
066693816053abee,9
4a165c118328ea65,11
f7d3a5a611b779e1,5
70a2e17bcba73091,12
ec5bc285d872b0a0,9
2c27005495bbfbe6,12
19a9172c5c9cfd23,3
c0f3af07b7fdaf75,3
40beb774d153534c,6
5e96a0da767b37bc,9
7c2d79d79e917890,5
53f4c546f6881ac4,3
645b309c035fee31,5
575f454f37f0a8dc,12
b73b0b778912922c,5
8734a739ddf04d1b,6
244f27a52d9b72d8,3
682948ecc4c6f918,12
8a598fbd268d24de,12
66ce65aace5b9e47,5
5755c30353f70c72,3
075bc223ff8375dc,3
4f99d9262a4e4641,12
bc8ac2ff217dbdda,6
7f38fa34c7084099,3
5756f5066d897446,3
173a007d93c22891,7
75ad8fc53bc9b361,8
b0de456bd7b0f59b,8
52e84770660bb774,4
3a4e28ad5576e54b,12
4e43e49e76fd7769,3
df9889591793004f,3
6ac4ee24d3ce67ad,7
a5ff1982f03dec76,4
c8000a12019a4379,6
dae733a0371f50ca,11
a4e4697dfc20bfb4,12
c8e5efd69a54c8b2,8
c7e468eac6768a56,12
11f536ac2bab8c12,8
55e4a4e9ad1f140d,12
23c69bc7216b3a8e,3
6453eca785dcd70f,4
7faf1d8f502056ba,4
d4580297ec89e0d1,12
18fca5ea97a18830,4
d4016fb92aa68c5f,10
e50852fd4b80fd73,12
87aa668a7b02cc47,12
0ae7f131ffa2eb6f,3
174a6ba5c6e845e7,8
5ab755986bd8ef26,12
8be5607598e5d463,11
48bebec3413dac8b,12
0d2601bf5fb70d6e,12
f1d45d3a7c2b98d9,6
999615b17a8cdd5c,3
9e3a9ac19b08854d,12
363e3bc3d15feb76,8
8e3d235a82269bb7,6
38c9aacf2cbbb5c8,12
5547a009f4bc8524,3
095b4d6eec087c0c,4
c85d43ba963a06c5,3
6ad865f61cfae434,3
02aa73c9eb5ddc57,12
4e12974ea31e2f6b,12
9c41008be2f7fc4c,3
04e54182444051c3,12
093879ac505dd461,3
fd960b348189ecd4,6
158ca1c05eb5ee42,4
503ac3b009f6e38f,12
86141359af9fb362,3
a8f10b84e34b6389,12
e15b1fca6de023c6,3
de80aa6121fbce72,6
64cbc11316d52559,12
6045208fae1e9062,3
dbefed80d6475135,3
f9b91df2a71012fb,5
d77f8f9a8850d12a,12
a19e58567fb8bb07,12
fdccaad6c3990453,3
229ed500365fc2de,7
e50c0dfc7335f88e,4
36ecf1bd1ece1220,2
65cdc56e57e4cc34,3
3dfb06cf179cb997,6
28cfd14a1e383e24,6
d2a66c11e98dd482,3
1e96a5c4ff7c3362,12
6c9ff3f5fa251e7d,12
4aff291ce91c1fb2,12
92c32d8c96ca4043,6
c3a11ac9adff83fd,7
f301bc4314239fed,7
0f88502f92c28193,12
f49a3466661141b1,5
e85dd2004ffaf8f9,4
a261f1fa68d06698,4
cd49d66642af47d2,12
179008ef131650ba,2
c048948bd9d0b218,12
013e52a3fa7f971b,6
7f616aa61267ac10,6
c0b9a9095836e69e,12
35172399c109ff65,12
95743c14894a5705,3
ee9880f792e90554,12
cbc2082b93796605,11
1ab1d44d4d4118f5,3
3c1c133a232e2228,12
df426802fdb1c7a6,12
31e14ddc76720724,1
3d69dda94c0901c0,12
f760c0edfe9193de,1
056b9719338fbc60,3
1a84e5df2b004e3c,11
9bed06c765646428,3
ffc01b3d04eceec1,12
fff0e4ca04d5a688,12
80706513f65637fb,6
f49486b3fbec9f92,6
45e4ab3333e450a6,10
c045398efa525b77,6
71f1cf11a8395f9c,11
081d94093c915375,6
d866314e426a8ac3,11
a678ac061c2fac77,12
7088b689275338b2,12
5b9ac7370a5de516,10
bc6db5f30b4987e1,3
2525b65814064b47,12
e078a51e792c3832,12
9be56b1d653d58be,12
f6f6f05410c43c41,3
0ed5dd699fc0a048,8
4ae94f7caf3db473,3
e27740e8ade0e89e,6
97d3e302b693f8ad,6
630905d475f2d5d7,12
1a146f78d7e041fb,5
94c0e2a065e656fe,12
5e302ca872faa2eb,14
aee68f7c579e491a,7
84009f83440d379c,3
0de0589714342745,3
84c1406a819448ff,6
21e2340d36dbf68c,3
0a73831b9e8a3ba0,3
363f245336f7b77d,6
8b58d0121386d7ec,12
7903c5ed1561fabe,3
4af32f5c4dd36ceb,3
49752ed40a4c05ec,7
c6ee1ae02debaf92,5
2cb989735364a7ad,3
b8107e91063ba430,10
7b2c49d056a4d7d1,6
78405bd4c83901a0,4
6e9be5994d2e18ba,5
f1463130db607331,12
e0df9aeebf073b1f,12
32e9bac435b50b4d,3
cd83dd5b75d1a3e1,8
4f4e10ad915b2bee,5
572fb8519000bd04,3
1889480aa612017e,8
78c375b65e5b05e1,3
86a11349d70d39e0,3
32f44ea38e444637,3
ca20e0e2bcbe3517,3
2561e55a560f5dbd,12
2bbf9d237c09dfe1,12
39fbbeec5b8cee41,6
a1fd109f73e28d3b,12
207f59948c83ce80,8
3bbe08b8c14a9558,3
c04713f86d88e557,12
4b857d846b2d4da7,3
51a36f6366d2a91c,3
b6b67eba27971248,10
9fd6ee811bd7f614,3
1e4adb85281089eb,12
ff971045f9c1eed8,12
5ba94e84501f9abe,12
a69a12a28907d661,12
cf72c29e8e23655d,4
c7cf3d40a3c95013,12
8467833fad50a7dc,4
b6831a34b668d0e6,4
c07df694f8aca7ce,6
5de10df4abdd2471,4
7a665f1f89bcfec1,11
e65f3c817e2f27cb,1
2a76269d93c25470,7
2bda6f1e8141390a,12
76cd34a9b2339fc7,8
5e4796b16709463f,5
b7f0eb14049218aa,3
16958ed40145192d,4
35dd862a32958abd,12
deb45103ce4c2544,5
a047e552deab4914,3
3e450a27913bbe86,10
03d08d18d45f29c7,6
a83c5cfe678cf1cd,12
06f2a17a4e6b4f1a,6
a4c57fc9812fef57,3
cb3d7c0b6cc550ea,1
ebad061528698d17,4
84d4875a7b6708c0,12
8dff5d4dc8e66a09,3
d122720300a4df6a,4
d4b5c63876fd8bc3,8
e5485fe88308171e,2
c531c6f51f7e02c3,5
8af0ca4e1b427a0b,1
0ed14765177f6c39,10
2445d7b1cfc763fd,3
6f9cac3fa5708579,12
35db22ef699f43e9,3
bca83ec1ba808c21,3
9dc479d7b13448d8,12
e60868804586e40d,7
e5bce0776c738b3c,8
76f842ede0f436e2,12
4c683c7a3e8aeb3b,11
118b4af601e982ed,8
bfbddebe74be0423,12
3cbb3b13e3f85b39,3
9c1d6dfda6173c8b,12
291cc9bdc08addf4,3
767c1e8b9e97929d,12
a1beb6873d3dea2c,3
7d10d77ddd01ab18,12
fca3716585ed0756,4
dc0f17d594db1b5e,3
3ae314218e783cd3,3
2fd3b98bf0f3e543,11
936f34f819dca92a,11
3e4ded6ab9060751,12
ae9686eab1349065,4
53ee0d912bbf2405,12
fc4059e1a717acf8,3
bd14177d47b5b2fe,12
78f49a55e2df5b83,14
ab0889c19b55359f,3
d7734b71f07ca901,12
2d1552389dc8adc9,3
84135d286e404d6a,12
395f6d1861b90595,11
e70aad9b4f4bffb6,4
9391dd9dc95e9903,3
8d203a31cadf2af9,3
df9c88bfc5e1336e,3
496b7cff7fa046f2,12
7962f3dd81f53b90,12
e0274b1cecc59b67,4
33bb2b8130d5e523,11
4225a06785e08ce6,6
87c9aff3b6c87c23,7
214e7cf449f00886,3
a505be91189b050a,12
b8990962bb8a922b,3
7883a7dade057ee1,3
9d5c5dbfc1bc4f50,11
bbed14a618ae30af,12
bc47a051e639f615,5
48c4468f1de61837,3
f5c90a7f386ef05b,6
53a65491cf0797d2,11
5d80870aaeef352f,12
0ec33baff813fda3,4
8e40ce479f3c2c6f,6
454b07ac00b6337f,7
2a18eaf8b7cf96c4,4
531f30d279d64b91,3
2aa181ff49482aa4,12
881f83fb60ddc67c,3
792974d99d2a62d7,12
8376d323e71ce528,6
0a1ec094f0f4eaeb,12
ae9fd5c1d46dd8d2,4
1df4b18bb98ea850,12
6a02e5f896fa2eb6,4
8595bdad0076c9fc,3
a2895f276a670a89,12
2602821f2ab91c7e,3
2b431d3416340f0b,12
afbf667ffd7c210b,11
e8d5b12de39d8966,3
ba51ef79ae2124ab,3
5c607f95b3738976,3
a08a8fba364114bc,12
337d3ea5605c55a7,4
579773d8d813f1eb,6
ad6f4f196b81efda,12
50340a3fe84322bc,12
9c0f0b1ef984d6e2,0
85529494cc3eef63,12
c18870f7d2ac5883,6
d2d3e22c1b86d848,12
f2be71d568927c84,12
563484ccd3a40f02,12
816b01fef18f16e2,7
16b82dd2f2bfa1c3,8
d431bc748188a828,7
b3d5da9ce4326f28,4
3f0e642aac2c4fcd,12
fb49f2c597dc40e7,3
deff7ff587e72257,4
d4604d7a0967dead,1
98fd8403d117820f,3
1fc2398a139a9554,11
c52df862f3e0589e,11
46ff04bd816324fd,12
f5ae862c50dc7768,11
e592ee8a3b29dd9a,6
a65f0ad275452848,4
395a8aba0bc99d66,12
e35d0826a3b453c1,4
d37db1efcfa9395b,3
82ce544a1f5d02f9,3
f373e852ce9a7fd4,3
f8b734d5258ccc70,12
bcc0edb1716b9905,4
d55e8b877f03d7c5,12
5599a24f8e7dcc9e,3
2c74010876a42b33,11
36ccbe27df638d74,10
f34b28cba3f5506e,12
5a89c87e30ba7d66,3
84f74a3d8689acfe,5
73c91f24f31e905c,12
9bc56f85450514fc,3
ebc7525fc539b210,3
99ea7d5bbd1941c3,12
98f93139c2e8674a,6
99cde8d539da0fba,3
d0c163b188cfdfef,3
97b701ed50ba22fd,8
5d9a40db67527501,4
f51cd2c2fce4d69f,6
8c7fecf370b6f8ed,3
134c8b0774ddf6f3,12
a099ff2e8d7ef548,3
89b5df1d2f31dc03,12
f2b3e20288a7f3f0,12
196c1e6bea364a91,10
40100010b790835f,6
84b41600c1893442,9
1004f31ddec19a0d,12
3ac9bdec0c2016e9,5
a68822a4a88a01e3,12
b4385bf237e3ac3d,12
ba831efd80d2b4fe,3
087f0ba6b59ec9fa,12
daae5489b38cb97e,6
3a9b2a81ce0d86b7,5
0af23e3704debc09,5
b766ea3bcefb6e16,13
c2808e4a9cc83871,12
ea1a2615deca8fda,11
6686f5e1229cb404,12
b7bda255e4f67b6d,4
0954e9b6d2610e86,3
44778167675872f4,12
e3f610833d2ea42e,7
97bd76e66150d55d,3
4b2c0c5f52e0c8b2,3
712c8f5d276b574d,11
728f8b20fb1a4c94,7
ae9df22a4c7778f4,7
e52cc9e61fe44051,12
4040bddddf4e3d10,3
97533de17b455e22,4
7370146d9b1cee2f,12
a636c41c9b010516,8
a9657b3f266555c3,4
5c707a4f81999f5f,3
20bfbf2e0edaa745,5
5b54399c51042e16,11
1f5e18c642e137c3,3
e598526d29c0bfd6,3
615df55ed00e481e,3
a347481f07727171,12
f20ec0e9f8a9bdfe,12
73df8d5e09d0ca3a,5
31113ef94f4ae0ab,3
1b59a1cb31326c1b,4
798e89c8f707572e,12
1c954dfa97fcb4ca,1
7fe884807f4b749c,8
a450e304fd7f95e9,6
ffa3134e41704e1f,4
e77ab341a91f642c,7
2b8ec4d36d756c7e,12
8a1ac9e01565cec5,5
d3550d0ce0026a1c,3
1579770150691e18,3
e7dc756cb78daa4f,8
2d09b603dd976643,3
48156ad36945624f,12
188726e7973163d6,12
9be367416b95094f,3
4a61535fc35ad81e,12
130248c1973fdb32,3
7b2489823b38dd1f,8
f81efe8b63a1c6de,4
840dadf36025a1bc,3
7d606ebe7cd16258,12
0ab93b90cc157f02,6
346b92e07287a264,4
c12da94a7138ddf7,4
28e7fea981444239,6
f5f4e9f444c2cd7a,10
19caab18cc2bb6f9,6
1395e8ee194580c4,12
4d25a980fd1fdc8a,12
d08d344cf80eaf73,1
7f8648ebb3ee0c81,12
c115f631a3f727de,4
9fd80e3551fa17c9,10
2dd0e73ecd30dadc,3
31a43f4503abc397,8
03ad2890118d11f3,3
54ae7d0107e511bc,4
34c6691ef6acac72,3
fa0a9547a96fd08e,3
621c534f7a81054d,9
f65a295cf20c86ba,8
64ef62676fc21e40,3
266d6f6bfd2c9557,4
660f41368d7e818f,5
e7ddb6fbcc9f7cb3,12
1afbb9320ba47208,5
391dc88010bb0de3,3
d8fc2f501e7c8c50,3
c2654bcb4a3d3941,3
1980df8d41fd9645,7
282ca600e181d49f,4
339c159d22a5560e,5
b2839a23e02aaec6,12
edb2262c80bdf2d8,12
42a4cf3aed1aeed1,12
6c3d72c6590b9168,3
08a1c522ca318979,12
0491044a8e66ce62,12
439ca08959a99f56,12
e8ceebe397a2cef5,12
7c9e8439dcce33c0,12
e618096d4121c4a4,3
e38486b532333c72,12
d80d463191f8fb8b,5
8a99acb93fa95a61,6
029c1791f05c3622,1
44dd2c0d9c4229d2,12
ddbaaf2c0b401f70,3
32c72115bc6aaa7e,5
2e5699866120fef0,11
b150f6def75e360f,3
5c49bbaa51397a73,9
3bec27e58d73f284,7
81abade07d082eda,5
efa5594b1db5309a,12
606de0ca8d5b52d8,3
b0778b5bce9cb535,3
ee7438098e833162,4
0fc819296b57b016,8
4473d8e3a5fd05f6,12
c0441bd2f0998fcf,11
c1fe91f48956e779,4
0c36b17159b3a3e3,7
29eced92c174450e,3
da76f94bb633457e,3
3825d0c22468dbd3,3
a745a3b79d35cde3,12
bf5f7ffe726c8ca8,3
08e5bff4734d8848,7
fd9a7f8e0a7be688,12
11032dcdb9c611b2,4
08c32a3795582d0d,12
001fdd4e48800b66,3
70d29ade1786b090,3
db519b9c16846663,3
425112dd8d6df0d7,3
d7f3a6c104e13094,12
8df2dd7401fdd7e8,8
d4f9c783be37d0d6,1
8660f9655d1a6d66,6
74cc0c75a82db174,1
dfcfc927f666f692,12
c17a669f718f02f8,5
2abc43efd5b0fd11,12
56228a407764b710,4
20fa9463f6059ffc,5
0845e8220b2212be,12
29e1da1dbb417772,12
04d44136558242de,12
53caa9d10d6a9871,4
60a0ab925a565177,12
d328e93567a8a932,8
643fd19991766c89,3
ee5443e099d486a7,11
60b8f708329f0677,7
e05659cc34a86683,12
307b7ad2328f4f3e,12
8c8e429a6cab451b,5
f96b2a63efe836e6,12
ff18a1c366ce8cbb,9
fececaea2552d02c,12
914d821e3c6d8b77,12
c1dbd41c025303e2,3
66d7110c73b13aea,12
66f4cfb617c3f75b,12
3de0499c0191b775,12
094599c26253c772,12
0f5e60bcda77bcc7,3
ad209b53c38b703c,12
6d3fff53559203ad,3
ac916527b6d8123b,3
38afbd2025bd2a97,3
5f242d95e8b6e39f,6
11e5aa212e954f81,4
726ae01cbb3edaf0,10
fa2f43a697832cbb,1
6ee98771ed34015d,11
2987242c20a9a75b,12
34b8e61c4db00bc5,12
c91b3bc99f2c5569,12
d3651f9a873e6ebc,3
631b43e434a4fca6,7
ec5b711e8f9cf667,3
69c114c620eef1c5,7
7746839c45690496,4
d1a09e11a6f78efd,3
355f5d3ab0c157f5,12
92ad4cbed11a6e72,12
0a6b768a520feb9c,4
a728e430debd6385,6
991f408c4a938124,3
87cd815c4d37e004,12
bb8de7c7225790d8,5
3181fcb21f03d93d,6
a001ca25d07e8532,12
f9a21740dbec9653,12
09c7757c78f91a95,6
af0f494b5b1074d3,6
80472cd680c333ae,3
739d73087dcfe8b9,3
5d660ed877b54b1d,3
1ae5240e8bd7a7fa,9
f2aadcf968a47076,3
ddba2e165698666f,4
a53d1619058b2f35,6
d92b094877c85494,3
b3784daeffc6acde,3
48532996b96249d7,10
d5ea589ed063befc,12
c8600331760212d4,12
